date,action,ticker,price,confidence,size,slippage_pct,entry_price,return_pct,exit_reason
2025-04-11,SELL,LUNR,7.72,86.47,,0.1,7.31,5.503,horizon
2025-04-11,SELL,APP,249.95,86.23,,0.1,292.89,-14.746,horizon
2025-04-11,SELL,TSLL,7.975,86.05,,0.1,8.6773,-8.185,horizon
2025-04-11,SELL,BTDR,7.95,85.95,,0.1,10.35,-23.265,horizon
2025-04-11,SELL,RKLB,19.63,84.83,,0.1,18.81,4.255,horizon
2025-04-11,SELL,CONL,13.71,84.51,,0.1,16.07,-14.771,horizon
2025-04-11,SELL,AAOI,11.28,83.51,,0.1,22.11,-49.033,horizon
2025-04-11,SELL,ACHR,7.03,83.5,,0.1,7.9,-11.102,horizon
2025-04-11,SELL,SMR,15.15,82.1,,0.1,17.51,-13.565,horizon
2025-04-11,SELL,AAL,9.67,81.58,,0.1,10.87,-11.129,horizon
2025-04-11,BUY,AAL,9.67,90.85,607.68,0.1,,,
2025-04-11,BUY,AAOI,11.28,89.47,607.68,0.1,,,
2025-04-11,BUY,CONL,13.71,89.42,607.68,0.1,,,
2025-04-11,BUY,BTDR,7.95,89.4,607.68,0.1,,,
2025-04-11,BUY,LUNR,7.72,88.98,607.68,0.1,,,
2025-04-11,BUY,CLMT,9.91,88.85,607.68,0.1,,,
2025-04-11,BUY,CC,10.9888,88.85,607.68,0.1,,,
2025-04-11,BUY,SOXL,10.1948,88.48,607.68,0.1,,,
2025-04-11,BUY,TSLL,7.975,88.08,607.68,0.1,,,
2025-04-11,BUY,UVIX,67.41,87.94,607.68,0.1,,,
2025-05-12,SELL,AAL,11.67,90.85,,0.1,9.67,20.562,horizon
2025-05-12,SELL,AAOI,18.24,89.47,,0.1,11.28,61.54,horizon
2025-05-12,SELL,CONL,18.51,89.42,,0.1,13.71,34.876,horizon
2025-05-12,SELL,BTDR,14.18,89.4,,0.1,7.95,78.186,horizon
2025-05-12,SELL,LUNR,9.5,88.98,,0.1,7.72,22.934,horizon
2025-05-12,SELL,CLMT,13.12,88.85,,0.2,9.91,32.127,horizon
2025-05-12,SELL,CC,11.6805,88.85,,0.1,10.9888,6.188,horizon
2025-05-12,SELL,SOXL,17.0711,88.48,,0.1,10.1948,67.281,horizon
2025-05-12,SELL,TSLL,12.2043,88.08,,0.1,7.975,52.879,horizon
2025-05-12,SELL,UVIX,28.19,87.94,,0.1,67.41,-58.223,horizon
2025-05-12,BUY,BULL,14.09,87.91,704.11,0.1,,,
2025-05-12,BUY,AAOI,18.24,87.07,704.11,0.1,,,
2025-05-12,BUY,CONL,18.51,86.43,704.11,0.1,,,
2025-05-12,BUY,TSLL,12.2043,86.26,704.11,0.1,,,
2025-05-12,BUY,UVIX,28.19,86.05,704.11,0.1,,,
2025-05-12,BUY,LUNR,9.5,85.67,704.11,0.1,,,
2025-05-12,BUY,CRGY,8.6632,85.59,704.11,0.1,,,
2025-05-12,BUY,SOXL,17.0711,84.73,704.11,0.1,,,
2025-05-12,BUY,CC,11.6805,84.59,704.11,0.1,,,
2025-05-12,BUY,BTDR,14.18,84.09,704.11,0.1,,,
2025-06-10,SELL,BULL,10.85,87.91,,0.1,14.09,-23.072,horizon
2025-06-10,SELL,AAOI,16.44,87.07,,0.1,18.24,-9.959,horizon
2025-06-10,SELL,CONL,25.88,86.43,,0.1,18.51,39.676,horizon
2025-06-10,SELL,TSLL,12.0905,86.26,,0.1,12.2043,-1.031,horizon
2025-06-10,SELL,UVIX,25.16,86.05,,0.1,28.19,-10.838,horizon
2025-06-10,SELL,LUNR,11.21,85.67,,0.1,9.5,17.882,horizon
2025-06-10,SELL,CRGY,8.8461,85.59,,0.1,8.6632,2.009,horizon
2025-06-10,SELL,SOXL,21.8147,84.73,,0.1,17.0711,27.66,horizon
2025-06-10,SELL,CC,11.4503,84.59,,0.1,11.6805,-2.069,horizon
2025-06-10,SELL,BTDR,14.3,84.09,,0.1,14.18,0.745,horizon
2025-06-10,BUY,BULL,10.85,87.4,718.19,0.1,,,
2025-06-10,BUY,UVIX,25.16,86.55,718.19,0.1,,,
2025-06-10,BUY,APLD,12.48,86.53,718.19,0.1,,,
2025-06-10,BUY,SOXL,21.8147,84.15,718.19,0.1,,,
2025-06-10,BUY,AAOI,16.44,81.77,718.19,0.1,,,
