date,action,ticker,price,confidence,size,slippage_pct,entry_price,return_pct,exit_reason
2024-08-14,BUY,MSTR,130.37,62.29,502.65,0.1,,,
2024-08-14,BUY,COIN,195.96,60.95,502.65,0.1,,,
2024-08-15,SELL,UVIX,42.8,67.31,,0.1,86.8,-50.741,horizon
2024-08-15,SELL,AMD,147.36,64.2,,0.1,136.32,7.99,horizon
2024-08-15,BUY,UVIX,42.8,69.72,506.56,0.1,,,
2024-08-16,SELL,TSLA,216.12,66.52,,0.1,200.0,7.952,horizon
2024-08-16,SELL,CE,127.9593,62.43,,0.2,125.4212,1.82,horizon
2024-08-20,SELL,RIG,4.98,61.3,,0.1,5.15,-3.398,horizon
2024-08-21,SELL,CLF,12.84,62.62,,0.1,12.55,2.208,horizon
2024-08-21,SELL,MSTR,141.42,62.29,,0.1,130.37,8.367,horizon
2024-08-21,SELL,COIN,206.23,60.95,,0.1,195.96,5.136,horizon
2024-08-21,BUY,CLMT,17.51,60.26,510.33,0.2,,,
2024-08-22,SELL,UVIX,49.1,69.72,,0.1,42.8,14.605,horizon
2024-08-22,BUY,LYFT,11.47,60.41,516.94,0.1,,,
2024-08-22,BUY,ALT,6.76,60.32,516.94,0.1,,,
2024-08-22,BUY,LUNR,5.32,60.02,516.94,0.1,,,
2024-08-26,BUY,CLSK,12.16,60.16,517.05,0.1,,,
2024-08-27,BUY,RKLB,6.12,62.39,512.67,0.1,,,
2024-08-28,SELL,CLMT,18.52,60.26,,0.2,17.51,5.557,horizon
2024-08-28,BUY,CLMT,18.52,67.51,506.15,0.2,,,
2024-08-28,BUY,CONL,29.8,61.05,506.15,0.1,,,
2024-08-29,SELL,LYFT,11.55,60.41,,0.1,11.47,0.597,horizon
2024-08-29,SELL,ALT,6.61,60.32,,0.1,6.76,-2.317,horizon
2024-08-29,SELL,LUNR,4.82,60.02,,0.1,5.32,-9.489,horizon
2024-08-29,BUY,MSTR,132.56,60.15,507.12,0.1,,,
